label,expected_prediction,expected_confidence,expected_correct,source_port,destination_port,protocol,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_s,flow_packets_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packets_s,bwd_packets_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,down_up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length_1,fwd_avg_bytes_bulk,fwd_avg_packets_bulk,fwd_avg_bulk_rate,bwd_avg_bytes_bulk,bwd_avg_packets_bulk,bwd_avg_bulk_rate,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
Bot,Bot,1,True,8080,2915,6,23.0000000019,1,1,6,6.00000000022,6,6,6,0,6,6,6,0,521739.1304,86956.52174,23,4.65661287308e-10,23.0000000019,23.0000000003,1.86264514923e-09,0,0,1.86264514923e-09,0,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,19.9999999985,19.9999999999,43478.26087,43478.26087,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,19.9999999985,0,0,0,0,0,0,1,6,1,6.00000000001,237,16392,0,20,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
Bot,Bot,1,True,2951,8080,6,63583,4,3,210,134,198,0,52.5,97.04122835,128,0,44.66666667,72.23111056,5410.251168,110.0923203,10597.16667,25125.17794,61881,3.00000000006,63583,21194.33333,36169.72049,62958,3,62442,31221,43359.78782,61881,561,0,0,0,0,91.9999999983,72,62.9098973,47.18242297,0,198,43,76.44232186,5843.428571,0,0,0,1,0,0,0,0,0,49.14285714,52.5,44.66666667,91.9999999983,0,0,0,0,0,0,4,210,3,134,8192,237,3,20,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
Bot,Bot,1,True,8080,52340,6,34.0000000019,1,1,6,6.00000000022,6,6,6,0,6,6,6,0,352941.1765,58823.52941,34,4.65661287308e-10,34,34.0000000002,1.86264514923e-09,0,0,1.86264514923e-09,0,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,19.9999999985,19.9999999999,29411.76471,29411.76471,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,19.9999999985,0,0,0,0,0,0,1,6,1,6.00000000001,237,256,0,20,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
Bot,Bot,0.94,True,8080,52714,6,11,1,1,6,6.00000000022,6,6,6,0,6,6,6,0,1090909.091,181818.1818,11,4.65661287308e-10,11,11.0000000001,1.86264514923e-09,0,0,1.86264514923e-09,0,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,19.9999999985,19.9999999999,90909.09091,90909.09091,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,19.9999999985,0,0,0,0,0,0,1,6,1,6.00000000001,237,256,0,20,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
DDoS,BENIGN,0.66,False,25805,80,6,9411730,2,0,12,1.96450855583e-10,6,6,6,0,0,0,0,0,1.27500470262,0.212500783993,9411730,4.65661287308e-10,9411730,9411730,9411730,9411730,0,9411730,9411730,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,39.9999999978,0,0.212500784015,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,39.9999999978,0,0,0,0,0,0,2,12,0,1.70985003933e-10,256,-1,1,20,0,0,0,0,9411730,3.49245965481e-10,9411730,9411730
DDoS,BENIGN,0.94,False,59623,80,6,177.000000002,1,1,6,6.00000000022,6,6,6,0,6,6,6,0,67796.61017,11299.43503,177,4.65661287308e-10,177,177,1.86264514923e-09,0,0,1.86264514923e-09,0,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,19.9999999985,19.9999999999,5649.717514,5649.717514,6,6,6,0,0,0,0,0,0,1,0,0,0,1,9,6,6,19.9999999985,0,0,0,0,0,0,1,6,1,6.00000000001,256,229,0,20,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
DDoS,DDoS,1,True,50654,80,6,2086003,4,0,24,1.96450855583e-10,6,6,6,0,0,0,0,0,11.5052567017,1.91754278399,695334.3333,1204352.662,2086001,1.00000000015,2086003,695334.3333,1204352.662,2086001,1.00000000093,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,79.9999999987,0,1.917542784,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,79.9999999987,0,0,0,0,0,0,4,24,0,1.70985003933e-10,256,-1,3,20,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
DDoS,DDoS,1,True,61858,80,6,11819762,4,0,24,1.96450855583e-10,6,6,6,0,0,0,0,0,2.03049773909,0.338416290004,3939920.667,6823346.91,11800000,5,11800000,3939920.667,6823346.91,11800000,5.0000000007,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,79.9999999987,0,0.338416289997,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,79.9999999987,0,0,0,0,0,0,4,24,0,1.70985003933e-10,256,-1,3,20,919,0,919,919,11800000,3.49245965481e-10,11800000,11800000
DDoS,DDoS,1,True,14375,80,6,386530,3,4,26,11601,20,0,8.666666667,10.26320288,10135,0,2900.25,4871.82583,30080.45947,18.10984917,64421.66667,145372.3542,360460,17.0000000002,25773,12886.5,17429.47505,25211,562,386513,128837.6667,201000.8757,360460,194,0,0,0,0,71.999999999,91.9999999999,7.76136393002,10.34848524,0,10135,1453.375,3544.652026,12600000,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,71.999999999,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
DDoS,DDoS,1,True,24230,80,6,7379311,5,0,30,1.96450855583e-10,6,6,6,0,0,0,0,0,4.06542020082,0.677570033018,1844827.75,3688892.834,7378167,305,7379311,1844827.75,3688892.834,7378167,305,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,99.9999999981,0,0.677570033011,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,99.9999999981,0,0,0,0,0,0,5,30,0,1.70985003933e-10,256,-1,4,20,1144,0,1144,1144,7378167,3.49245965481e-10,7378167,7378167
DDoS,DDoS,1,True,17672,80,6,8682802,4,0,24,1.96450855583e-10,6,6,6,0,0,0,0,0,2.76408468117,0.460680780001,2894267.333,5012157.267,8681808,1.00000000015,8682802,2894267.333,5012157.267,8681808,1.00000000093,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,79.9999999987,0,0.460680780001,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,79.9999999987,0,0,0,0,0,0,4,24,0,1.70985003933e-10,256,-1,3,20,994,0,994,994,8681808,3.49245965481e-10,8681808,8681808
DoS GoldenEye,BENIGN,0.52,False,37720,80,6,10274099,9,9,339,11680,339,0,37.66666667,113,2896,0,1297.777778,1338.816061,1169.834941,1.751978446,604358.7647,1701365.387,5268596,1.00000000015,5297638,662204.75,1867746.968,5284635,1.00000000093,10300000,1284259.25,2374767.195,5268596,27.0000000002,0,0,0,0,307.999999998,296,0.875989223001,0.875989223002,0,2896,632.5789474,1105.778424,1222745.924,0,0,0,1,0,0,0,0,1,667.7222222,37.66666667,1297.777778,307.999999998,0,0,0,0,0,0,9,339,9,11680,29200,235,1,32,897,0,897,897,5268596,3.49245965481e-10,5268596,5268596
DoS GoldenEye,BENIGN,0.9,False,41458,80,6,205967,2,0,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,9.710293397,205967,4.65661287308e-10,205967,205967,205967,205967,0,205967,205967,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,63.9999999992,0,9.71029339699,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63.9999999992,0,0,0,0,0,0,2,0,0,1.70985003933e-10,410,-1,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
DoS GoldenEye,DoS GoldenEye,1,True,32940,80,6,10683090,8,5,669,11632,669,0,83.625,236.5272183,5840,0,2326.4,3185.599598,1151.445883,1.216876391,890257.5,2083413.622,5676084,17.0000000002,5679141,811305.8571,2145491.84,5676824,186.000000001,10700000,2670761.25,3095313.689,5676084,158,0,0,0,0,263.999999999,168,0.74884701,0.468029381,0,5840,878.6428571,2099.308297,4407095.324,0,0,0,1,0,0,0,0,0,946.2307692,83.625,2326.4,263.999999999,0,0,0,0,0,0,8,669,5,11632,29200,237,1,32,1168,0,1168,1168,5676084,3.49245965481e-10,5676084,5676084
DoS GoldenEye,DoS GoldenEye,1,True,35584,80,6,73339235,2,0,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,0.0272705330135,73300000,4.65661287308e-10,73300000,73300000,73300000,73300000,0,73300000,73300000,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,63.9999999992,0,0.027270532999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63.9999999992,0,0,0,0,0,0,2,0,0,1.70985003933e-10,410,-1,0,32,0,0,0,0,73300000,3.49245965481e-10,73300000,73300000
DoS GoldenEye,DoS GoldenEye,1,True,40088,80,6,32111194,2,0,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,0.0622835760005,32100000,4.65661287308e-10,32100000,32100000,32100000,32100000,0,32100000,32100000,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,63.9999999992,0,0.0622835760223,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63.9999999992,0,0,0,0,0,0,2,0,0,1.70985003933e-10,296,-1,0,32,0,0,0,0,32100000,3.49245965481e-10,32100000,32100000
DoS GoldenEye,DoS GoldenEye,1,True,42782,80,6,11696850,5,4,462,3525,462,0,92.4,206.6126811,3525,0,881.25,1762.5,340.861001001,0.769437926021,1462106.25,2743451.122,6692168,3.00000000006,6696592,1674148,3347800.675,6695849,3,11700000,3898931.667,3479854.425,6692168,762,0,0,0,0,167.999999998,136,0.427465514011,0.341972411,0,3525,398.7,1108.023872,1227716.9,0,0,0,1,0,0,0,0,0,443,92.4,881.25,167.999999998,0,0,0,0,0,0,5,462,4,3525,29200,235,1,32,817,0,817,817,6692168,3.49245965481e-10,6692168,6692168
DoS GoldenEye,DoS GoldenEye,0.93,True,59282,80,6,15996302,6,4,422,3525,422,0,70.33333333,172.2807786,3525,0,881.25,1762.5,246.744528802,0.625144486999,1777366.889,3490822.049,9995590,80,11000000,2198998.2,4380645.921,9997256,214,15000000,4999897.333,4997339.814,9995590,912.000000001,0,0,0,0,207.999999999,136,0.375086692002,0.250057795001,0,3525,358.8181818,1057.707598,1118745.364,0,0,0,1,0,0,0,0,0,394.7,70.33333333,881.25,207.999999999,0,0,0,0,0,0,6,422,4,3525,29200,235,1,32,997522,0,997522,997522,9995590,3.49245965481e-10,9995590,9995590
DoS Hulk,BENIGN,0.51,False,46686,80,6,179,2,0,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,11173.18436,179,4.65661287308e-10,179,179,179,179,0,179,179,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,63.9999999992,0,11173.18436,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63.9999999992,0,0,0,0,0,0,2,0,0,1.70985003933e-10,251,-1,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
DoS Hulk,BENIGN,0.59,False,39596,80,6,314,2,0,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,6369.426752,314,4.65661287308e-10,314,314,314.000000002,314,0,314.000000002,314.000000001,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,63.9999999992,0,6369.426752,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63.9999999992,0,0,0,0,0,0,2,0,0,1.70985003933e-10,251,-1,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
DoS Hulk,DoS Hulk,1,True,47058,80,6,98508824,7,4,363,11595,363,0,51.85714286,137.2011037,11595,0,2898.75,5797.5,121.390140601,0.111665124015,9850882.4,31100000,98500000,1.00000000015,98500000,16400000,40200000,98500000,1.00000000093,3595,1198.333333,1477.803889,2851,4,0,0,0,0,231.999999998,136,0.0710596239951,0.0406054990017,0,11595,996.5,3339.292889,11200000,0,0,0,0,1,0,0,0,0,1087.090909,51.85714286,2898.75,231.999999998,0,0,0,0,0,0,7,363,4,11595,274,235,1,32,996,0,996,996,98500000,3.49245965481e-10,98500000,98500000
DoS Hulk,DoS Hulk,1,True,49342,80,6,98140699,6,6,331,11595,331,0,55.16666667,135.1301841,5792,0,1932.5,2181.008184,121.519411601,0.122273431014,8921881.727,29600000,98100000,1.7462298274e-10,98100000,19600000,43900000,98100000,0,5372,1074.4,2179.07384,4971,46.0000000002,0,0,0,0,199.999999999,200,0.0611367160018,0.061136716,0,5792,917.3846154,1716.589474,2946679.423,0,0,0,0,1,0,0,0,1,993.8333333,55.16666667,1932.5,199.999999999,0,0,0,0,0,0,6,331,6,11595,274,235,1,32,2,0,2.00000000003,2.00000000004,98100000,3.49245965481e-10,98100000,98100000
DoS Hulk,DoS Hulk,1,True,35668,80,6,98360689,6,4,324,11595,324,0,54,132.2724461,8699,0,2898.75,4100.748336,121.176459001,0.101666632007,10900000,32800000,98400000,1.00000000015,98400000,19700000,44000000,98400000,1.00000000093,5412,1804,2738.515474,4966,195,0,0,0,0,199.999999999,136,0.0609999789958,0.0406666529998,0,8699,1083.545455,2669.262346,7124961.473,0,0,0,0,1,0,0,0,0,1191.9,54,2898.75,199.999999999,0,0,0,0,0,0,6,324,4,11595,274,235,1,32,4,0,4.00000000003,4.00000000005,98400000,3.49245965481e-10,98400000,98400000
DoS Hulk,DoS Hulk,1,True,37582,80,6,84444075,6,7,337,11595,319,0,56.16666667,128.7950568,5792,0,1656.428571,2120.732252,141.300618201,0.153948042018,7037006.25,24300000,84300000,46.0000000001,84300000,16900000,37700000,84300000,1011,84400000,14100000,34400000,84300000,46.0000000002,0,0,0,0,163.999999998,232,0.0710529419957,0.0828951000021,0,5792,852.7142857,1666.722321,2777963.297,1,0,0,0,0,0,0,0,1,918.3076923,56.16666667,1656.428571,163.999999998,0,0,0,0,0,0,6,337,7,11595,0,235,3,20,13989,0,13989,13989,84300000,3.49245965481e-10,84300000,84300000
DoS Hulk,DoS Hulk,1,True,52138,80,6,3,2,0,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,666666.6667,3,4.65661287308e-10,3,3.00000000006,3,3,0,3.00000000186,3,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,63.9999999992,0,666666.6667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63.9999999992,0,0,0,0,0,0,2,0,0,1.70985003933e-10,274,-1,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
DoS Slowhttptest,BENIGN,0.45,False,35540,80,6,74.0000000019,1,1,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,27027.02703,73.9999999998,4.65661287308e-10,74.0000000019,74.0000000003,1.86264514923e-09,0,0,1.86264514923e-09,0,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,31.9999999981,31.9999999999,13513.51351,13513.51351,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,31.9999999981,0,0,0,0,0,0,1,0,1,1.70985003933e-10,306,243,0,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
DoS Slowhttptest,BENIGN,0.55,False,33372,80,6,16045,5,3,356,1964,356,0,71.2,159.20804,1964,0,654.6666667,1133.915929,144593.3313,498.597694,2292.142857,2236.412934,5415,73,16045,4011.25,1779.76822,5415,1459,9788,4894,946.1088732,5563,4225,0,0,0,0,167.999999998,104,311.6235587,186.9741352,0,1964,257.7777778,650.5754718,423248.4444,0,0,0,1,0,0,0,0,0,290,71.2,654.6666667,167.999999998,0,0,0,0,0,0,5,356,3,1964,29200,235,1,32,0,0,0,0,0,3.49245965481e-10,1.86264514923e-09,1.86264514923e-09
DoS Slowhttptest,DoS Slowhttptest,1,True,33528,80,6,109598077,4,3,536,1.96450855583e-10,520,0,134,257.443845,0,0,0,0,4.89059675741,0.0638697340037,18300000,44700000,110000000,87.0000000001,110000000,36500000,63300000,110000000,598.000000001,110000000,54800000,77500000,110000000,5461,0,0,0,0,135.999999999,104,0.0364969910079,0.027372743004,0,520,67,183.1252499,33534.85714,0,0,0,1,0,0,0,0,0,76.57142857,134,0,135.999999999,0,0,0,0,0,0,4,536,3,1.70985003933e-10,29200,235,2,32,5568,0,5568,5568,110000000,3.49245965481e-10,110000000,110000000
DoS Slowhttptest,DoS Slowhttptest,1,True,35550,80,6,109983046,4,3,526,1.96450855583e-10,520,0,131.5,259.0154436,0,0,0,0,4.78255530563,0.0636461730028,18300000,44900000,110000000,56.0000000003,110000000,36700000,63500000,110000000,640,110000000,55000000,77800000,110000000,5250,0,0,0,0,135.999999999,104,0.0363692419924,0.0272769310041,0,520,65.75,183.5567254,33693.07143,0,0,0,1,0,0,0,0,0,75.14285714,131.5,0,135.999999999,0,0,0,0,0,0,4,526,3,1.70985003933e-10,29200,235,2,32,5306,0,5306,5306,110000000,3.49245965481e-10,110000000,110000000
DoS Slowhttptest,DoS Slowhttptest,0.98,True,36282,80,6,63101286,7,0,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,0.110932763011,10500000,11900000,32100000,997713,63100000,10500000,11900000,32100000,997713,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,279.999999999,0,0.110932763011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,279.999999999,0,0,0,0,0,0,7,0,0,1.70985003933e-10,29200,-1,0,39.9999999999,7005487,0,7005487,7005487,18700000,12200000,32100000,8016108
DoS Slowhttptest,DoS Slowhttptest,0.88,True,50582,80,6,63128909,7,0,0,1.96450855583e-10,0,0,0,0,0,0,0,0,6.98491930962e-10,0.110884223002,10500000,11900000,32100000,997399,63100000,10500000,11900000,32100000,997399,0,6.98491930962e-10,2.32830643654e-10,9.31322574615e-10,5.82076609135e-10,0,0,0,0,279.999999999,0,0.110884223002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,279.999999999,0,0,0,0,0,0,7,0,0,1.70985003933e-10,29200,-1,0,39.9999999999,7009318,0,7009318,7009318,18700000,12200000,32100000,8023926
